filename; category; exact % value
NOAB412.COB ; Cat2; 0.47
NOAP073.COB ; Cat2; 0.47
NOAP240.COB ; Cat3; 0.47
NOAP300.COB ; Cat3; 0.47
NOAP727.COB ; Cat3; 0.47
NOAS001.COB ; Cat3; 0.47
NOAS026.COB ; Cat3; 0.47
NOAS066.COB ; Cat3; 0.47
NOAS422.COB ; Cat3; 0.47
NOAS426.COB ; Cat3; 0.47
NOAS432.COB ; Cat3; 0.47
NOAS439.COB ; Cat3; 0.47
NOAS908.COB ; Cat3; 0.47
NOAU004.COB ; Cat3; 0.47
NOAU021.COB ; Cat3; 0.47
NOAU233.COB ; Cat3; 0.47
NOAU460.COB ; Cat3; 0.47
NOAU467.COB ; Cat3; 0.47
NOAU529.COB ; Cat3; 0.47
OFCB222.COB ; Cat3; 0.47
OFCB223.COB ; Cat3; 0.47
OFCB389.COB ; Cat3; 0.47
OFCB402.COB ; Cat3; 0.47
OFCP039.COB ; Cat3; 0.47
OFCP318.COB ; Cat3; 0.47
OFCP466.COB ; Cat3; 0.47
OFCP533.COB ; Cat3; 0.47
OFCP792.COB ; Cat3; 0.47
OFCP794.COB ; Cat3; 0.47
OFCS105.COB ; Cat3; 0.47
OFCS107.COB ; Cat3; 0.47
OFCU043.COB ; Cat3; 0.47
PRCB186.COB ; Cat3; 0.47
PRCB442.COB ; Cat3; 0.47
PRCB500.COB ; Cat3; 0.47
PRCB885.COB ; Cat3; 0.47
PRCP523.COB ; Cat3; 0.47
RTCB257.COB ; Cat3; 0.47
RTCB707.COB ; Cat3; 0.47
RTCB714.COB ; Cat3; 0.47
RTCP079.COB ; Cat3; 0.47
RTCS010.COB ; Cat3; 0.47
RTCU017.COB ; Cat3; 0.47
RTCU025.COB ; Cat3; 0.47
SAES004.COB ; Cat3; 0.47
SAES007.COB ; Cat3; 0.47
SFRP098.COB ; Cat3; 0.47
SFRP505.COB ; Cat3; 0.47
SFRP520.COB ; Cat3; 0.47
ALCB234.COB ; Cat3; 0.48
ALCB618.COB ; Cat3; 0.48
ALCB619.COB ; Cat3; 0.48
ALCB683.COB ; Cat3; 0.48
ALCP544.COB ; Cat3; 0.48
ALCP704.COB ; Cat3; 0.48
ALCS048.COB ; Cat3; 0.48
ALCS246.COB ; Cat3; 0.48
ALCS247.COB ; Cat3; 0.48
ALCU071.COB ; Cat3; 0.48
ALCU262.COB ; Cat3; 0.48
ALCU263.COB ; Cat3; 0.48
ALCU264.COB ; Cat3; 0.48
ALCU265.COB ; Cat3; 0.48
CAPB083.COB ; Cat3; 0.48
CAPP086.COB ; Cat3; 0.48
CAPS003.COB ; Cat3; 0.48
CAPS006.COB ; Cat3; 0.48
CVDB004.COB ; Cat3; 0.48
DABB071.COB ; Cat3; 0.48
DABB103.COB ; Cat3; 0.48
DABB740.COB ; Cat3; 0.48
DABB743.COB ; Cat3; 0.48
DABB748.COB ; Cat3; 0.48
DABP102.COB ; Cat3; 0.48
DABP141.COB ; Cat3; 0.48
DABP414.COB ; Cat3; 0.48
DABP421.COB ; Cat3; 0.48
DABP422.COB ; Cat3; 0.48
DABU005.COB ; Cat3; 0.48
HSAB050.COB ; Cat3; 0.48
HSPP069.COB ; Cat3; 0.48
LADS010.COB ; Cat3; 0.48
LITP100.COB ; Cat3; 0.48
LITS014.COB ; Cat3; 0.48
LITS019.COB ; Cat3; 0.48
LITS200.COB ; Cat3; 0.48
LITS304.COB ; Cat3; 0.48
LITS316.COB ; Cat3; 0.48
NOAB122.COB ; Cat3; 0.48
NOAB167.COB ; Cat3; 0.48
NOAB407.COB ; Cat3; 0.48
NOAP001.COB ; Cat3; 0.48
NOAP054.COB ; Cat3; 0.48
NOAP220.COB ; Cat3; 0.48
NOAP414.COB ; Cat3; 0.48
NOAP438.COB ; Cat3; 0.48
NOAP720.COB ; Cat3; 0.48
NOAP734.COB ; Cat3; 0.48
NOAP853.COB ; Cat3; 0.48
NOAS004.COB ; Cat3; 0.48
NOAS027.COB ; Cat3; 0.48
NOAS412.COB ; Cat3; 0.48
NOAS912.COB ; Cat3; 0.48
NOAU074.COB ; Cat3; 0.48
NOAU154.COB ; Cat3; 0.48
NOAU427.COB ; Cat3; 0.48
NOAU470.COB ; Cat3; 0.48
NOAU482.COB ; Cat3; 0.48
NOAU536.COB ; Cat3; 0.48
NOAU537.COB ; Cat3; 0.48
OFCB375.COB ; Cat3; 0.48
OFCB506.COB ; Cat3; 0.48
OFCP274.COB ; Cat3; 0.48
OFCP327.COB ; Cat3; 0.48
OFCP534.COB ; Cat3; 0.48
OFCP601.COB ; Cat3; 0.48
OFCP864.COB ; Cat3; 0.48
OFCS303.COB ; Cat3; 0.48
OFCS331.COB ; Cat3; 0.48
OFCU025.COB ; Cat3; 0.48
PRCB506.COB ; Cat3; 0.48
PRCP513.COB ; Cat3; 0.48
PRCS008.COB ; Cat3; 0.48
PRCS041.COB ; Cat3; 0.48
PRCU060.COB ; Cat3; 0.48
RTCB010.COB ; Cat3; 0.48
RTCB205.COB ; Cat3; 0.48
RTCB628.COB ; Cat3; 0.48
RTCP059.COB ; Cat3; 0.48
RTCP741.COB ; Cat3; 0.48
RTCS125.COB ; Cat3; 0.48
RTCS135.COB ; Cat3; 0.48
RTCS136.COB ; Cat3; 0.48
RTCS137.COB ; Cat3; 0.48
RTCU002.COB ; Cat3; 0.48
RTRS002.COB ; Cat3; 0.48
RTRU026.COB ; Cat3; 0.48
SDFP023.COB ; Cat3; 0.48
SETB002.COB ; Cat3; 0.48
SETB050.COB ; Cat3; 0.48
SETB072.COB ; Cat3; 0.48
SETU001.COB ; Cat3; 0.48
SETU900.COB ; Cat3; 0.48
SFRP101.COB ; Cat3; 0.48
ALCB486.COB ; Cat3; 0.49
ALCB649.COB ; Cat3; 0.49
ALCP079.COB ; Cat3; 0.49
ALCP206.COB ; Cat3; 0.49
ALCP242.COB ; Cat3; 0.49
ALCP250.COB ; Cat3; 0.49
ALCP424.COB ; Cat3; 0.49
ALCP610.COB ; Cat3; 0.49
AMPB500.COB ; Cat3; 0.49
CAPP028.COB ; Cat3; 0.49
CVDP005.COB ; Cat3; 0.49
CVDP009.COB ; Cat3; 0.49
DABB026.COB ; Cat3; 0.49
DABB222.COB ; Cat3; 0.49
DABB734.COB ; Cat3; 0.49
DABB739.COB ; Cat3; 0.49
LADU100.COB ; Cat3; 0.49
LITP300.COB ; Cat3; 0.49
LITS015.COB ; Cat3; 0.49
LITS017.COB ; Cat3; 0.49
LITS312.COB ; Cat3; 0.49
LITS313.COB ; Cat3; 0.49
LITS601.COB ; Cat3; 0.49
LITS709.COB ; Cat3; 0.49
LITS904.COB ; Cat3; 0.49
NOAB005.COB ; Cat3; 0.49
NOAB119.COB ; Cat3; 0.49
NOAB125.COB ; Cat3; 0.49
NOAB127.COB ; Cat3; 0.49
NOAB227.COB ; Cat3; 0.49
NOAB408.COB ; Cat3; 0.49
NOAB411.COB ; Cat3; 0.49
NOAB425.COB ; Cat3; 0.49
NOAP216.COB ; Cat3; 0.49
NOAP230.COB ; Cat3; 0.49
NOAP732.COB ; Cat3; 0.49
NOAP856.COB ; Cat3; 0.49
NOAP875.COB ; Cat3; 0.49
NOAP889.COB ; Cat3; 0.49
NOAS013.COB ; Cat3; 0.49
NOAS014.COB ; Cat3; 0.49
NOAS015.COB ; Cat3; 0.49
NOAS029.COB ; Cat3; 0.49
NOAS032.COB ; Cat3; 0.49
NOAS411.COB ; Cat3; 0.49
NOAS416.COB ; Cat3; 0.49
NOAS922.COB ; Cat3; 0.49
NOAS925.COB ; Cat3; 0.49
NOAU416.COB ; Cat3; 0.49
NOAU436.COB ; Cat3; 0.49
NOAU466.COB ; Cat3; 0.49
NOAVH19.COB ; Cat3; 0.49
NOAVH42.COB ; Cat3; 0.49
OFCB388.COB ; Cat3; 0.49
OFCB501.COB ; Cat3; 0.49
OFCB504.COB ; Cat3; 0.49
OFCP247.COB ; Cat3; 0.49
OFCP761.COB ; Cat3; 0.49
OFCP865.COB ; Cat3; 0.49
OFCS102.COB ; Cat3; 0.49
OFCS203.COB ; Cat3; 0.49
OFCS211.COB ; Cat3; 0.49
OFCS311.COB ; Cat3; 0.49
OFCS324.COB ; Cat3; 0.49
OFCS328.COB ; Cat3; 0.49
OFCS405.COB ; Cat3; 0.49
PRCB021.COB ; Cat3; 0.49
PRCB050.COB ; Cat3; 0.49
PRCS028.COB ; Cat3; 0.49
PRCU026.COB ; Cat3; 0.49
RTCB034.COB ; Cat3; 0.49
RTCB153.COB ; Cat3; 0.49
RTCB605.COB ; Cat3; 0.49
RTCB606.COB ; Cat3; 0.49
RTCB608.COB ; Cat3; 0.49
RTCB630.COB ; Cat3; 0.49
RTCB631.COB ; Cat3; 0.49
RTCB731.COB ; Cat3; 0.49
RTCP026.COB ; Cat3; 0.49
RTCP274.COB ; Cat3; 0.49
RTCP737.COB ; Cat3; 0.49
RTCP738.COB ; Cat3; 0.49
RTCS126.COB ; Cat3; 0.49
RTCS133.COB ; Cat3; 0.49
SDFP017.COB ; Cat3; 0.49
SDFP020.COB ; Cat3; 0.49
SDFP026.COB ; Cat3; 0.49
SEFU001.COB ; Cat3; 0.49
SFRP683.COB ; Cat3; 0.49
SFRP686.COB ; Cat3; 0.49
SOPP304.COB ; Cat3; 0.49
ALCB232.COB ; Cat3; 0.5
ALCB682.COB ; Cat3; 0.5
ALCP667.COB ; Cat3; 0.5
ALCS070.COB ; Cat3; 0.5
ALCS146.COB ; Cat3; 0.5
ALCU067.COB ; Cat3; 0.5
ALCU069.COB ; Cat3; 0.5
CAPP014.COB ; Cat3; 0.5
CVDB010.COB ; Cat3; 0.5
DABB745.COB ; Cat3; 0.5
DABB746.COB ; Cat3; 0.5
DABB747.COB ; Cat3; 0.5
DABP613.COB ; Cat3; 0.5
HSAP004.COB ; Cat3; 0.5
LADP100.COB ; Cat3; 0.5
LADP110.COB ; Cat3; 0.5
LADS011.COB ; Cat3; 0.5
LADU300.COB ; Cat3; 0.5
LEDBW10.COB ; Cat3; 0.5
LITB150.COB ; Cat3; 0.5
LITP216.COB ; Cat3; 0.5
LITP920.COB ; Cat3; 0.5
LITS018.COB ; Cat3; 0.5
LITS201.COB ; Cat3; 0.5
LITS400.COB ; Cat3; 0.5
LITS703.COB ; Cat3; 0.5
NOAP187.COB ; Cat3; 0.5
NOAP212.COB ; Cat3; 0.5
NOAP434.COB ; Cat3; 0.5
NOAP850.COB ; Cat3; 0.5
NOAP879.COB ; Cat3; 0.5
NOAS006.COB ; Cat3; 0.5
NOAS022.COB ; Cat3; 0.5
NOAS023.COB ; Cat3; 0.5
NOAS024.COB ; Cat3; 0.5
NOAS065.COB ; Cat3; 0.5
NOAS420.COB ; Cat3; 0.5
NOAS436.COB ; Cat3; 0.5
NOAU037.COB ; Cat3; 0.5
NOAU049.COB ; Cat3; 0.5
NOAU409.COB ; Cat3; 0.5
NOAU455.COB ; Cat3; 0.5
NOAU904.COB ; Cat3; 0.5
OFCB073.COB ; Cat3; 0.5
OFCB496.COB ; Cat3; 0.5
OFCP286.COB ; Cat3; 0.5
OFCP321.COB ; Cat3; 0.5
OFCP330.COB ; Cat3; 0.5
OFCP430.COB ; Cat3; 0.5
OFCP455.COB ; Cat3; 0.5
OFCP473.COB ; Cat3; 0.5
OFCP492.COB ; Cat3; 0.5
OFCP755.COB ; Cat3; 0.5
OFCP796.COB ; Cat3; 0.5
OFCP800.COB ; Cat3; 0.5
OFCS310.COB ; Cat3; 0.5
OFCS318.COB ; Cat3; 0.5
OFCS406.COB ; Cat3; 0.5
PRCB031.COB ; Cat3; 0.5
PRCB185.COB ; Cat3; 0.5
PRCB507.COB ; Cat3; 0.5
PRCB805.COB ; Cat3; 0.5
PRCB945.COB ; Cat3; 0.5
PRCP864.COB ; Cat3; 0.5
RTCB016.COB ; Cat3; 0.5
RTCB520.COB ; Cat3; 0.5
RTCB523.COB ; Cat3; 0.5
RTCB527.COB ; Cat3; 0.5
RTCS016.COB ; Cat3; 0.5
RTCS121.COB ; Cat3; 0.5
RTCS123.COB ; Cat3; 0.5
RTCS131.COB ; Cat3; 0.5
RTCS132.COB ; Cat3; 0.5
RTCS134.COB ; Cat3; 0.5
RTCS138.COB ; Cat3; 0.5
SETB051.COB ; Cat3; 0.5
SETP031.COB ; Cat3; 0.5
SFRP083.COB ; Cat3; 0.5
SFRP550.COB ; Cat3; 0.5
SOPP205.COB ; Cat3; 0.5
ALCB582.COB ; Cat3; 0.51
ALCB665.COB ; Cat3; 0.51
ALCP259.COB ; Cat3; 0.51
ALCP422.COB ; Cat3; 0.51
ALCS150.COB ; Cat3; 0.51
ALCS242.COB ; Cat3; 0.51
ALCS250.COB ; Cat3; 0.51
ALCS251.COB ; Cat3; 0.51
CAPP022.COB ; Cat3; 0.51
CVDB011.COB ; Cat3; 0.51
CVDP007.COB ; Cat3; 0.51
DABB741.COB ; Cat3; 0.51
DABP012.COB ; Cat3; 0.51
DABP733.COB ; Cat3; 0.51
DABP851.COB ; Cat3; 0.51
DABS005.COB ; Cat3; 0.51
HSAS300.COB ; Cat3; 0.51
LADP420.COB ; Cat3; 0.51
LEDBW20.COB ; Cat3; 0.51
LEDS001.COB ; Cat3; 0.51
LITP921.COB ; Cat3; 0.51
LITS405.COB ; Cat3; 0.51
LITS900.COB ; Cat3; 0.51
NOAB188.COB ; Cat3; 0.51
NOAP075.COB ; Cat3; 0.51
NOAP190.COB ; Cat3; 0.51
NOAP209.COB ; Cat3; 0.51
NOAP245.COB ; Cat3; 0.51
NOAP269.COB ; Cat3; 0.51
NOAP437.COB ; Cat3; 0.51
NOAP752.COB ; Cat3; 0.51
NOAP882.COB ; Cat3; 0.51
NOAS012.COB ; Cat3; 0.51
NOAS036.COB ; Cat3; 0.51
NOAS038.COB ; Cat3; 0.51
NOAS040.COB ; Cat3; 0.51
NOAS060.COB ; Cat3; 0.51
NOAS061.COB ; Cat3; 0.51
NOAS433.COB ; Cat3; 0.51
NOAS602.COB ; Cat3; 0.51
NOAS604.COB ; Cat3; 0.51
NOAS914.COB ; Cat3; 0.51
NOAS918.COB ; Cat3; 0.51
NOAU468.COB ; Cat3; 0.51
NOAU907.COB ; Cat3; 0.51
OFCB019.COB ; Cat3; 0.51
OFCB498.COB ; Cat3; 0.51
OFCB904.COB ; Cat3; 0.51
OFCP013.COB ; Cat3; 0.51
OFCP054.COB ; Cat3; 0.51
OFCP288.COB ; Cat3; 0.51
OFCP477.COB ; Cat3; 0.51
OFCP764.COB ; Cat3; 0.51
OFCP767.COB ; Cat3; 0.51
OFCU021.COB ; Cat3; 0.51
PRCB134.COB ; Cat3; 0.51
PRCB182.COB ; Cat3; 0.51
PRCB444.COB ; Cat3; 0.51
PRCP432.COB ; Cat3; 0.51
PRCP443.COB ; Cat3; 0.51
PRCS053.COB ; Cat3; 0.51
PRCU009.COB ; Cat3; 0.51
PRCU020.COB ; Cat3; 0.51
RTCB525.COB ; Cat3; 0.51
RTCB607.COB ; Cat3; 0.51
RTCB732.COB ; Cat3; 0.51
RTCP156.COB ; Cat3; 0.51
RTCP237.COB ; Cat3; 0.51
RTCP404.COB ; Cat3; 0.51
RTCP710.COB ; Cat3; 0.51
RTCS014.COB ; Cat3; 0.51
RTCS122.COB ; Cat3; 0.51
RTCS124.COB ; Cat3; 0.51
SETB070.COB ; Cat3; 0.51
SETU004.COB ; Cat3; 0.51
SETU010.COB ; Cat3; 0.51
SFRS001.COB ; Cat3; 0.51
SOPP402.COB ; Cat3; 0.51
SOPP415.COB ; Cat3; 0.51
ALCB527.COB ; Cat3; 0.52
ALCP095.COB ; Cat3; 0.52
ALCP244.COB ; Cat3; 0.52
ALCP505.COB ; Cat3; 0.52
ALCS244.COB ; Cat3; 0.52
ALCS248.COB ; Cat3; 0.52
ALCU028.COB ; Cat3; 0.52
ALCU061.COB ; Cat3; 0.52
ALCU062.COB ; Cat3; 0.52
CAPS005.COB ; Cat3; 0.52
CVDS001.COB ; Cat3; 0.52
CVDU002.COB ; Cat3; 0.52
DABB600.COB ; Cat3; 0.52
DABB749.COB ; Cat3; 0.52
DABB750.COB ; Cat3; 0.52
HSPS302.COB ; Cat3; 0.52
L62P261.COB ; Cat3; 0.52
LITP923.COB ; Cat3; 0.52
LITS315.COB ; Cat3; 0.52
LITS705.COB ; Cat3; 0.52
NOAB004.COB ; Cat3; 0.52
NOAB124.COB ; Cat3; 0.52
NOAP050.COB ; Cat3; 0.52
NOAP313.COB ; Cat3; 0.52
NOAP436.COB ; Cat3; 0.52
NOAP709.COB ; Cat3; 0.52
NOAP726.COB ; Cat3; 0.52
NOAP730.COB ; Cat3; 0.52
NOAP740.COB ; Cat3; 0.52
NOAP777.COB ; Cat3; 0.52
NOAS005.COB ; Cat3; 0.52
NOAS008.COB ; Cat3; 0.52
NOAS019.COB ; Cat3; 0.52
NOAS037.COB ; Cat3; 0.52
NOAS063.COB ; Cat3; 0.52
NOAS143.COB ; Cat3; 0.52
NOAS437.COB ; Cat3; 0.52
NOAVH16.COB ; Cat3; 0.52
OFCP070.COB ; Cat3; 0.52
OFCP071.COB ; Cat3; 0.52
OFCP417.COB ; Cat3; 0.52
OFCP423.COB ; Cat3; 0.52
OFCP458.COB ; Cat3; 0.52
OFCP531.COB ; Cat3; 0.52
OFCP614.COB ; Cat3; 0.52
OFCP799.COB ; Cat3; 0.52
PRCB188.COB ; Cat3; 0.52
PRCB868.COB ; Cat3; 0.52
PRCP430.COB ; Cat3; 0.52
PRCP817.COB ; Cat3; 0.52
RTCB532.COB ; Cat3; 0.52
RTCP279.COB ; Cat3; 0.52
RTCP719.COB ; Cat3; 0.52
RTCP721.COB ; Cat3; 0.52
SDFP305.COB ; Cat3; 0.52
SDFP310.COB ; Cat3; 0.52
SEFB185.COB ; Cat3; 0.52
SETU910.COB ; Cat3; 0.52
SOPP210.COB ; Cat3; 0.52
ALCP209.COB ; Cat3; 0.53
ALCP421.COB ; Cat3; 0.53
ALCS152.COB ; Cat3; 0.53
ALCU052.COB ; Cat3; 0.53
CVDB202.COB ; Cat3; 0.53
DABB752.COB ; Cat3; 0.53
DABP441.COB ; Cat3; 0.53
LADP310.COB ; Cat3; 0.53
LEDBW40.COB ; Cat3; 0.53
LITP105.COB ; Cat3; 0.53
LITP165.COB ; Cat3; 0.53
LITP170.COB ; Cat3; 0.53
LITP255.COB ; Cat3; 0.53
LITS309.COB ; Cat3; 0.53
LITS701.COB ; Cat3; 0.53
NOAP002.COB ; Cat3; 0.53
NOAP032.COB ; Cat3; 0.53
NOAP051.COB ; Cat3; 0.53
NOAP200.COB ; Cat3; 0.53
NOAP244.COB ; Cat3; 0.53
NOAP258.COB ; Cat3; 0.53
NOAP893.COB ; Cat3; 0.53
NOAS009.COB ; Cat3; 0.53
NOAS020.COB ; Cat3; 0.53
NOAS035.COB ; Cat3; 0.53
NOAS039.COB ; Cat3; 0.53
NOAS064.COB ; Cat3; 0.53
NOAS142.COB ; Cat3; 0.53
NOAS427.COB ; Cat3; 0.53
NOAS430.COB ; Cat3; 0.53
NOAU052.COB ; Cat3; 0.53
NOAU065.COB ; Cat3; 0.53
NOAU131.COB ; Cat3; 0.53
NOAU433.COB ; Cat3; 0.53
NOAU538.COB ; Cat3; 0.53
OFCB260.COB ; Cat3; 0.53
OFCB503.COB ; Cat3; 0.53
OFCB510.COB ; Cat3; 0.53
OFCP023.COB ; Cat3; 0.53
OFCP294.COB ; Cat3; 0.53
OFCP307.COB ; Cat3; 0.53
OFCP316.COB ; Cat3; 0.53
OFCP765.COB ; Cat3; 0.53
OFCP867.COB ; Cat3; 0.53
OFCS301.COB ; Cat3; 0.53
OFCS319.COB ; Cat3; 0.53
OFCS334.COB ; Cat3; 0.53
OFCU019.COB ; Cat3; 0.53
OFCVC31.COB ; Cat3; 0.53
PRCB183.COB ; Cat3; 0.53
PRCP524.COB ; Cat3; 0.53
PRCS022.COB ; Cat3; 0.53
PRCS051.COB ; Cat3; 0.53
RTCB521.COB ; Cat3; 0.53
RTCB522.COB ; Cat3; 0.53
RTCB526.COB ; Cat3; 0.53
RTCP405.COB ; Cat3; 0.53
RTCP407.COB ; Cat3; 0.53
RTCP603.COB ; Cat3; 0.53
RTCS033.COB ; Cat3; 0.53
SEFU602.COB ; Cat3; 0.53
SETB001.COB ; Cat3; 0.53
SETP035.COB ; Cat3; 0.53
SETP150.COB ; Cat3; 0.53
SETS014.COB ; Cat3; 0.53
SETU011.COB ; Cat3; 0.53
SFRP054.COB ; Cat3; 0.53
SOPP410.COB ; Cat3; 0.53
SOPP420.COB ; Cat3; 0.53
ALCB583.COB ; Cat3; 0.54
ALCP076.COB ; Cat3; 0.54
ALCP703.COB ; Cat3; 0.54
ALCS241.COB ; Cat3; 0.54
ALCU036.COB ; Cat3; 0.54
CAPP013.COB ; Cat3; 0.54
CVDP102.COB ; Cat3; 0.54
DABB732.COB ; Cat3; 0.54
DABP111.COB ; Cat3; 0.54
DABP112.COB ; Cat3; 0.54
DABP217.COB ; Cat3; 0.54
DABP437.COB ; Cat3; 0.54
DABP725.COB ; Cat3; 0.54
DABP726.COB ; Cat3; 0.54
DABP728.COB ; Cat3; 0.54
DABP731.COB ; Cat3; 0.54
HSAP060.COB ; Cat3; 0.54
HSPP031.COB ; Cat3; 0.54
LITB125.COB ; Cat3; 0.54
LITP240.COB ; Cat3; 0.54
LITP252.COB ; Cat3; 0.54
LITP258.COB ; Cat3; 0.54
LITP420.COB ; Cat3; 0.54
LITS021.COB ; Cat3; 0.54
LITS302.COB ; Cat3; 0.54
LITS402.COB ; Cat3; 0.54
LITS406.COB ; Cat3; 0.54
NOAB030.COB ; Cat3; 0.54
NOAP118.COB ; Cat3; 0.54
NOAP309.COB ; Cat3; 0.54
NOAP317.COB ; Cat3; 0.54
NOAP318.COB ; Cat3; 0.54
NOAP872.COB ; Cat3; 0.54
NOAP873.COB ; Cat3; 0.54
NOAS021.COB ; Cat3; 0.54
NOAS028.COB ; Cat3; 0.54
NOAS030.COB ; Cat3; 0.54
NOAS033.COB ; Cat3; 0.54
NOAS062.COB ; Cat3; 0.54
NOAS414.COB ; Cat3; 0.54
NOAS441.COB ; Cat3; 0.54
NOAS442.COB ; Cat3; 0.54
NOAS924.COB ; Cat3; 0.54
NOAU027.COB ; Cat3; 0.54
NOAU105.COB ; Cat3; 0.54
NOAU106.COB ; Cat3; 0.54
NOAU437.COB ; Cat3; 0.54
NOAU439.COB ; Cat3; 0.54
NOAU469.COB ; Cat3; 0.54
OFCB505.COB ; Cat3; 0.54
OFCP331.COB ; Cat3; 0.54
OFCP403.COB ; Cat3; 0.54
OFCP454.COB ; Cat3; 0.54
OFCP480.COB ; Cat3; 0.54
OFCS106.COB ; Cat3; 0.54
OFCS309.COB ; Cat3; 0.54
OFCS333.COB ; Cat3; 0.54
OFCS403.COB ; Cat3; 0.54
OFCS404.COB ; Cat3; 0.54
OFCU013.COB ; Cat3; 0.54
OFCVD11.COB ; Cat3; 0.54
PRCP067.COB ; Cat3; 0.54
PRCP715.COB ; Cat3; 0.54
PRCP756.COB ; Cat3; 0.54
RTCB102.COB ; Cat3; 0.54
RTCB105.COB ; Cat3; 0.54
RTCB524.COB ; Cat3; 0.54
RTCB533.COB ; Cat3; 0.54
RTCB629.COB ; Cat3; 0.54
RTCP747.COB ; Cat3; 0.54
RTCP753.COB ; Cat3; 0.54
SEFB186.COB ; Cat3; 0.54
SEFU601.COB ; Cat3; 0.54
ALCB659.COB ; Cat3; 0.55
ALCP215.COB ; Cat3; 0.55
CVDP103.COB ; Cat3; 0.55
DABP225.COB ; Cat3; 0.55
DABP727.COB ; Cat3; 0.55
HSPP087.COB ; Cat3; 0.55
LEDBW30.COB ; Cat3; 0.55
LITS310.COB ; Cat3; 0.55
LITS320.COB ; Cat3; 0.55
